施設,全回答数,直近30日間の回答数,前の30日間の回答数,伸び率（対前月）,石川県の回答数順位,石川県の回答数順位(直近30日間),商品・サービス満足度,商品・サービス満足度(直近30日間),施設全体満足度,施設全体満足度(直近30日間),旅全体満足度,旅全体満足度(直近30日間),施設の推奨度,推奨者数,非推奨者数,NPS,推奨者数(直近30日間),非推奨者数(直近30日間),NPS(直近30日間),10代,20代,30代,40代,50代,60代,70代,80代,90代,100代,男性,女性,1泊,2泊,3泊,4泊以上,日帰り,自分ひとり,恋人,友人,夫婦2人,団体旅行,親戚,親,職場の同僚,小学生以下連れの家族,中学生以下連れの家族,高校生連れの家族,災害支援,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,100万円未満,100万円以上 200万円未満,200万円以上 300万円未満,300万円以上 400万円未満,400万円以上 500万円未満,500万円以上 600万円未満,600万円以上 700万円未満,700万円以上 800万円未満,800万円以上 900万円未満,"900万円以上 1,000万円未満","1,000万円以上 1,200万円未満","1,200万円以上 1,500万円未満","1,500万円以上",北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
ホテルウィングインターナショナルプレミアム金沢駅前,191,0,0,,15,55,4.454022989,,4.416666667,,4.511450382,,8.22513089,86,23,0.3298429319,0,0,,0,0.1884816754,0.2670157068,0.1465968586,0.2879581152,0.0942408377,0.01570680628,0,0,0,0.4607329843,0.5130890052,0.4764397906,0.277486911,0.1047120419,0.1151832461,0.02617801047,0.3141361257,0.1465968586,0.08376963351,0.2094240838,0.005235602094,0,0.04712041885,0.08376963351,0.06282722513,0,0,0,0.1727748691,0.06282722513,0.5497382199,0.06282722513,0,0,0,0.04712041885,0,0,0,0,0,0,0.01047120419,0,0.2094240838,0,0.03141361257,0.02094240838,0.1047120419,0.1308900524,0.1413612565,0.0890052356,0.109947644,0.05759162304,0.05759162304,0.1465968586,0.04188481675,0.06806282723,0.01047120419,0,0,0.01047120419,0,0.005235602094,0.005235602094,0.01047120419,0.01047120419,0.01047120419,0.06282722513,0.02617801047,0.1989528796,0.07329842932,0.03141361257,0.05759162304,0.05235602094,0,0,0.01570680628,0.03141361257,0.02094240838,0.08376963351,0.01047120419,0.03141361257,0.04188481675,0.08376963351,0.04712041885,0.01570680628,0.005235602094,0,0,0,0.01047120419,0,0,0,0.005235602094,0.005235602094,0.02617801047,0,0,0,0,0,0,0
石川県森林公園三国山キャンプ場,38,1,0,,56,45,4.684210526,4,4.783783784,5,4.631578947,5,9.078947368,29,2,0.7105263158,1,0,1,0,0.05263157895,0.1315789474,0.2368421053,0.3421052632,0.2368421053,0,0,0,0,0.7894736842,0.2105263158,0.8684210526,0.1315789474,0,0,0,0.6842105263,0.05263157895,0,0.1052631579,0,0,0.02631578947,0,0.05263157895,0.05263157895,0,0,0.1578947368,0.05263157895,0.07894736842,0.05263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02631578947,0.02631578947,0.05263157895,0.1578947368,0.2105263158,0.07894736842,0.02631578947,0.1315789474,0.07894736842,0.1315789474,0.02631578947,0.02631578947,0.02631578947,0,0,0,0,0,0,0,0,0,0,0.02631578947,0,0,0,0,0.2105263158,0.6842105263,0.02631578947,0,0,0,0,0,0.02631578947,0,0,0.02631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アパホテル〈金沢駅前〉,33,1,0,,64,46,4.518518519,4,4.333333333,4,4.483870968,4,8.181818182,15,5,0.303030303,1,0,1,0,0.1212121212,0.2121212121,0.09090909091,0.3939393939,0.1515151515,0.0303030303,0,0,0,0.4242424242,0.5757575758,0.4545454545,0.2424242424,0.1212121212,0.1515151515,0.0303030303,0.4242424242,0.09090909091,0.1515151515,0.1212121212,0.0303030303,0,0.0303030303,0.09090909091,0,0,0,0,0.2121212121,0.09090909091,0.6363636364,0,0,0,0,0.0303030303,0,0,0,0,0,0,0.0303030303,0,0.1818181818,0.0303030303,0.0303030303,0.1515151515,0.1515151515,0.1212121212,0.09090909091,0.1818181818,0.0303030303,0.0303030303,0.09090909091,0,0.06060606061,0.0303030303,0,0,0,0,0,0,0.06060606061,0,0,0,0.06060606061,0,0.2121212121,0.06060606061,0,0.0303030303,0.09090909091,0,0,0,0.0303030303,0,0.2121212121,0,0,0,0.1212121212,0.0303030303,0,0,0.0303030303,0.0303030303,0,0,0,0,0,0,0,0.0303030303,0,0,0,0,0,0,0
尾山神社,373,34,34,0,9,8,4.489361702,4.294117647,4.47826087,4.529411765,4.643646409,4.735294118,8.45844504,191,41,0.4021447721,21,1,0.5882352941,0.008042895442,0.09651474531,0.163538874,0.2037533512,0.3243967828,0.1715817694,0.02949061662,0.002680965147,0,0,0.3217158177,0.6648793566,0.3806970509,0.3485254692,0.08579088472,0.06970509383,0.1152815013,0.1903485255,0.05898123324,0.1474530831,0.273458445,0.01072386059,0,0.1340482574,0.01608579088,0.04825737265,0.01072386059,0,0,0.1260053619,0.1608579088,0.672922252,0.08847184987,0,0,0,0.02144772118,0,0,0,0,0,0,0.02412868633,0,0.05898123324,0.04557640751,0.0509383378,0.05361930295,0.09383378016,0.1581769437,0.1206434316,0.06970509383,0.08042895442,0.05898123324,0.04825737265,0.1206434316,0.05361930295,0.04557640751,0.01340482574,0.005361930295,0.002680965147,0.002680965147,0.005361930295,0.002680965147,0.002680965147,0.01608579088,0.01072386059,0.01340482574,0.06702412869,0.03485254692,0.1957104558,0.09115281501,0.02144772118,0.01608579088,0.0563002681,0.01072386059,0.002680965147,0.01876675603,0.01340482574,0.02949061662,0.08310991957,0.01072386059,0.02412868633,0.03485254692,0.07774798928,0.0509383378,0.01608579088,0,0.005361930295,0,0.008042895442,0.002680965147,0,0,0.008042895442,0.005361930295,0,0.02144772118,0.002680965147,0.005361930295,0.008042895442,0,0.002680965147,0,0
安江金箔工芸館,31,4,0,,67,32,4.384615385,4.5,4.5,4.75,4.548387097,4.75,8.322580645,17,4,0.4193548387,2,0,0.5,0,0.2580645161,0.1612903226,0.1612903226,0.2903225806,0.06451612903,0.06451612903,0,0,0,0.3225806452,0.6451612903,0.2580645161,0.4516129032,0.1612903226,0.06451612903,0.06451612903,0.09677419355,0.09677419355,0.2258064516,0.3548387097,0,0,0.1290322581,0,0,0,0,0,0.1290322581,0.06451612903,0.6129032258,0.03225806452,0,0,0,0.06451612903,0,0,0,0,0,0,0,0,0,0,0.1290322581,0.09677419355,0.06451612903,0.1290322581,0.09677419355,0.09677419355,0.1612903226,0.09677419355,0.03225806452,0.06451612903,0.03225806452,0,0,0,0,0.03225806452,0.03225806452,0,0,0,0,0,0.06451612903,0.1612903226,0.1612903226,0.1290322581,0.03225806452,0,0.03225806452,0,0,0,0,0,0.03225806452,0.03225806452,0,0.03225806452,0.1612903226,0.06451612903,0,0,0,0,0.03225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スーパーホテルPremier金沢駅東口,118,6,12,-0.5,23,28,4.518181818,2.833333333,4.509259259,2.833333333,4.51754386,3.666666667,8.211864407,58,16,0.3559322034,2,1,0.1666666667,0.02542372881,0.1610169492,0.1610169492,0.2372881356,0.2203389831,0.1694915254,0.01694915254,0.008474576271,0,0,0.4237288136,0.5593220339,0.4322033898,0.3983050847,0.1101694915,0.0593220339,0,0.2033898305,0.04237288136,0.09322033898,0.186440678,0.008474576271,0,0.07627118644,0.1440677966,0.05084745763,0.0593220339,0,0,0.1610169492,0.2457627119,0.5423728814,0.08474576271,0,0,0,0.02542372881,0,0,0,0,0,0,0.02542372881,0,0.2542372881,0.03389830508,0.05084745763,0.04237288136,0.1016949153,0.1101694915,0.1949152542,0.09322033898,0.07627118644,0.07627118644,0.05084745763,0.1016949153,0.03389830508,0.03389830508,0.01694915254,0,0.008474576271,0.008474576271,0,0,0,0.008474576271,0.02542372881,0.008474576271,0.0593220339,0.0593220339,0.1779661017,0.04237288136,0.01694915254,0.02542372881,0.008474576271,0.008474576271,0,0.02542372881,0.01694915254,0.05084745763,0.09322033898,0.008474576271,0.008474576271,0.05084745763,0.08474576271,0.0593220339,0.02542372881,0.008474576271,0,0,0,0,0,0,0.01694915254,0,0,0.01694915254,0.01694915254,0,0.01694915254,0.008474576271,0,0.01694915254,0
ＨＯＴＥＬ金沢　兼六荘,72,0,0,,36,56,4.46875,,4.390625,,4.426470588,,7.541666667,25,18,0.09722222222,0,0,,0,0.08333333333,0.1388888889,0.09722222222,0.2777777778,0.3194444444,0.08333333333,0,0,0,0.5277777778,0.4583333333,0.3888888889,0.3194444444,0.1388888889,0.1388888889,0.01388888889,0.2222222222,0.01388888889,0.02777777778,0.4027777778,0.01388888889,0,0.06944444444,0.06944444444,0.01388888889,0.04166666667,0,0,0.1388888889,0.02777777778,0.4861111111,0.08333333333,0,0,0,0.02777777778,0,0,0,0,0,0,0.01388888889,0,0.1666666667,0.02777777778,0.02777777778,0.1388888889,0.1944444444,0.1111111111,0.08333333333,0.06944444444,0.05555555556,0.05555555556,0.06944444444,0.09722222222,0.04166666667,0.02777777778,0,0.01388888889,0,0.01388888889,0,0.04166666667,0.01388888889,0,0.01388888889,0,0,0.02777777778,0.1666666667,0.04166666667,0.01388888889,0.02777777778,0.02777777778,0,0,0.02777777778,0.02777777778,0.05555555556,0.1388888889,0.01388888889,0.01388888889,0.01388888889,0.09722222222,0.06944444444,0.02777777778,0.01388888889,0,0,0.02777777778,0.02777777778,0,0,0,0.02777777778,0,0,0,0,0,0,0,0.01388888889,0
金沢マンテンホテル駅前,47,0,0,,51,57,4.35,,4.404761905,,4.456521739,,7.85106383,13,7,0.1276595745,0,0,,0.02127659574,0.1276595745,0.1063829787,0.1063829787,0.3829787234,0.2340425532,0.02127659574,0,0,0,0.4468085106,0.5319148936,0.4893617021,0.3404255319,0.1063829787,0.06382978723,0,0.3191489362,0.1276595745,0.1063829787,0.2340425532,0,0,0.06382978723,0.06382978723,0.04255319149,0,0,0,0.1489361702,0.2340425532,0.4680851064,0.08510638298,0,0,0,0.08510638298,0,0,0,0,0,0,0,0,0.2553191489,0.04255319149,0.02127659574,0.04255319149,0.02127659574,0.1914893617,0.1063829787,0.1276595745,0.02127659574,0.06382978723,0.1063829787,0.170212766,0.04255319149,0.04255319149,0.06382978723,0,0,0,0,0,0,0.04255319149,0,0,0.04255319149,0.08510638298,0.1489361702,0.08510638298,0.02127659574,0,0.06382978723,0,0,0.06382978723,0.02127659574,0,0.1276595745,0,0,0.04255319149,0.1063829787,0,0.02127659574,0,0,0,0.02127659574,0,0,0,0,0,0,0,0,0,0.02127659574,0,0,0.02127659574,0
ホテルマイステイズ金沢キャッスル,60,0,0,,41,58,4.283018868,,4.296296296,,4.543859649,,7.633333333,22,16,0.1,0,0,,0.03333333333,0.3333333333,0.2166666667,0.1333333333,0.2,0.08333333333,0,0,0,0,0.2666666667,0.7,0.4333333333,0.45,0.08333333333,0.03333333333,0,0.06666666667,0.2,0.2,0.25,0.03333333333,0,0.06666666667,0.06666666667,0.06666666667,0.03333333333,0,0,0.15,0.05,0.65,0,0,0,0,0.03333333333,0,0,0,0,0,0,0.01666666667,0,0.1166666667,0.06666666667,0.06666666667,0.1,0.1166666667,0.1166666667,0.1833333333,0.03333333333,0.1166666667,0.01666666667,0.05,0.06666666667,0.01666666667,0.05,0,0,0,0,0,0,0,0.01666666667,0,0,0.1166666667,0.05,0.1833333333,0.03333333333,0.03333333333,0.06666666667,0.01666666667,0,0,0,0,0,0.1,0.01666666667,0.01666666667,0.03333333333,0.08333333333,0.08333333333,0.03333333333,0,0.01666666667,0,0,0.01666666667,0,0,0,0.01666666667,0,0,0,0,0.01666666667,0,0.01666666667,0.03333333333,0
金沢蓄音器館,41,7,2,2.5,54,26,4.634146341,4.428571429,4.6,4.428571429,4.675,3.857142857,9.024390244,27,1,0.6341463415,3,0,0.4285714286,0.0243902439,0.1463414634,0.2682926829,0.1463414634,0.2926829268,0.09756097561,0.0243902439,0,0,0,0.4390243902,0.5365853659,0.2195121951,0.2682926829,0.243902439,0.07317073171,0.1951219512,0.2926829268,0.0487804878,0.09756097561,0.2926829268,0,0,0.07317073171,0,0.07317073171,0,0,0,0.1707317073,0.1219512195,0.7073170732,0.09756097561,0,0,0,0.0487804878,0,0,0,0,0,0,0,0,0.0243902439,0.0487804878,0.0243902439,0.09756097561,0.09756097561,0.2195121951,0.1707317073,0.09756097561,0.07317073171,0.0243902439,0.0243902439,0.07317073171,0.0487804878,0,0.0487804878,0,0,0,0,0,0,0.0243902439,0,0.0243902439,0.07317073171,0.0487804878,0.1951219512,0.07317073171,0,0.0243902439,0.07317073171,0.09756097561,0,0.0243902439,0,0.0487804878,0.0243902439,0.07317073171,0,0.0243902439,0.0243902439,0.0243902439,0.0243902439,0,0,0.0243902439,0,0.0243902439,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県観光物産館,73,30,1,29,35,11,4.544117647,4.4,4.507246377,4.533333333,4.614285714,4.466666667,8.506849315,37,6,0.4246575342,16,1,0.5,0.06849315068,0.1232876712,0.1917808219,0.2602739726,0.2054794521,0.1232876712,0.02739726027,0,0,0,0.2191780822,0.7534246575,0.4109589041,0.301369863,0.1095890411,0.06849315068,0.1095890411,0.02739726027,0.04109589041,0.1643835616,0.09589041096,0,0,0.2328767123,0.01369863014,0.1643835616,0.01369863014,0.01369863014,0,0.1369863014,0.2054794521,0.7260273973,0.1095890411,0,0,0,0.01369863014,0,0,0,0,0,0,0.05479452055,0,0.02739726027,0.05479452055,0.01369863014,0.05479452055,0.1095890411,0.1232876712,0.1232876712,0.06849315068,0.05479452055,0.06849315068,0.1095890411,0.1095890411,0,0.1095890411,0,0,0,0,0,0.01369863014,0,0,0.01369863014,0,0.09589041096,0.09589041096,0.1643835616,0.04109589041,0,0.04109589041,0.04109589041,0.04109589041,0,0.08219178082,0.02739726027,0.01369863014,0.02739726027,0,0,0.02739726027,0.05479452055,0.09589041096,0,0,0,0,0.04109589041,0.01369863014,0,0,0,0.01369863014,0,0.05479452055,0,0,0,0,0,0,0
屋内木育施設 もりのひみつきち,68,4,4,0,37,33,4.532258065,4.25,4.515625,4.25,4.476190476,4.25,8.720588235,42,8,0.5,2,0,0.5,0,0.05882352941,0.5588235294,0.2941176471,0.04411764706,0.04411764706,0,0,0,0,0.1911764706,0.7794117647,0.1764705882,0.05882352941,0.05882352941,0.05882352941,0.6470588235,0.02941176471,0,0.02941176471,0,0,0,0.01470588235,0,0.9117647059,0,0,0,0.2205882353,0.2058823529,0.2647058824,0.04411764706,0,0,0,0,0,0,0,0,0,0,0.02941176471,0,0,0.04411764706,0.01470588235,0.01470588235,0.08823529412,0.01470588235,0.2058823529,0.1470588235,0.1323529412,0.04411764706,0.05882352941,0.1323529412,0.08823529412,0.01470588235,0,0,0,0,0,0,0,0,0,0,0,0,0.02941176471,0.04411764706,0,0.1911764706,0.6029411765,0.01470588235,0,0.01470588235,0.01470588235,0,0,0,0.01470588235,0,0.02941176471,0.01470588235,0.01470588235,0,0,0,0,0,0,0,0,0,0,0.01470588235,0,0,0,0,0,0,0
北陸自動車道　尼御前ＳＡ（下り）,41,1,1,0,55,47,4.382352941,5,4.424242424,4,4.558823529,4,7.804878049,16,6,0.243902439,0,0,0,0.0243902439,0.1463414634,0.2682926829,0.1463414634,0.3170731707,0.07317073171,0.0243902439,0,0,0,0.2195121951,0.7073170732,0.3658536585,0.243902439,0.1463414634,0.09756097561,0.1463414634,0.1219512195,0.07317073171,0.0243902439,0.243902439,0.0243902439,0,0.07317073171,0.0487804878,0.1707317073,0.07317073171,0,0,0.1707317073,0.243902439,0.4634146341,0.0243902439,0,0,0,0.0243902439,0,0,0,0,0,0,0.1219512195,0,0.07317073171,0,0.0487804878,0,0.1951219512,0.1463414634,0.1219512195,0.07317073171,0,0.07317073171,0.07317073171,0.2195121951,0.0243902439,0.0243902439,0.0243902439,0,0,0,0,0,0,0,0,0.0243902439,0.0487804878,0,0.0243902439,0.0243902439,0,0.1463414634,0.0243902439,0.09756097561,0,0,0,0.0243902439,0.07317073171,0.0487804878,0.09756097561,0.0243902439,0.1707317073,0.09756097561,0.0243902439,0,0,0,0,0,0,0,0,0.0243902439,0,0,0,0,0,0,0,0,0
金沢港クルーズターミナル,38,15,23,-0.347826087,57,17,4.103448276,2.4,4.342857143,3.8,4.542857143,3.733333333,7.421052632,10,10,0,4,5,-0.06666666667,0,0.07894736842,0.1842105263,0.2105263158,0.3684210526,0.1315789474,0.02631578947,0,0,0,0.3684210526,0.6315789474,0.1578947368,0.2631578947,0.1052631579,0.1052631579,0.3684210526,0.1315789474,0.05263157895,0.07894736842,0.2894736842,0,0,0.02631578947,0.02631578947,0.1578947368,0,0,0,0.1052631579,0.07894736842,0.4473684211,0.05263157895,0,0,0,0.1052631579,0,0,0,0,0,0,0.1052631579,0,0.02631578947,0.07894736842,0.02631578947,0.1315789474,0.1052631579,0.1052631579,0.1315789474,0.1315789474,0.02631578947,0.02631578947,0.07894736842,0.1052631579,0.02631578947,0.02631578947,0,0,0,0,0,0,0,0,0,0.05263157895,0,0.02631578947,0.07894736842,0.1052631579,0.05263157895,0.1315789474,0.2631578947,0.02631578947,0,0.02631578947,0.07894736842,0,0.05263157895,0,0,0.02631578947,0.02631578947,0,0,0.02631578947,0,0,0,0,0,0,0,0,0,0,0,0.02631578947,0,0,0,0,0
小松空港,864,127,76,0.6710526316,3,1,4.144904459,3.385826772,4.149230769,3.496062992,4.556634304,4.188976378,7.917824074,341,172,0.1956018519,48,20,0.2204724409,0.008101851852,0.1400462963,0.1909722222,0.2025462963,0.2592592593,0.1678240741,0.02777777778,0.003472222222,0,0,0.4664351852,0.4988425926,0.2546296296,0.3680555556,0.1400462963,0.1354166667,0.1018518519,0.2233796296,0.06018518519,0.09953703704,0.2384259259,0.02777777778,0.001157407407,0.09375,0.06365740741,0.1018518519,0.01851851852,0,0.001157407407,0.1469907407,0.2349537037,0.5277777778,0.06481481481,0,0,0,0.05092592593,0,0,0,0,0,0,0.03587962963,0,0.1273148148,0.03587962963,0.03472222222,0.05671296296,0.07986111111,0.09953703704,0.1226851852,0.07638888889,0.07986111111,0.08564814815,0.07986111111,0.125,0.06134259259,0.0625,0.07638888889,0.003472222222,0,0.002314814815,0.002314814815,0,0,0.01736111111,0.006944444444,0,0.04166666667,0.0787037037,0.2488425926,0.1574074074,0,0.04166666667,0.09143518519,0.0625,0.003472222222,0.002314814815,0.003472222222,0.008101851852,0.002314814815,0.002314814815,0,0.003472222222,0.006944444444,0.001157407407,0.001157407407,0,0,0.001157407407,0,0,0.002314814815,0.001157407407,0,0.003472222222,0.001157407407,0.05902777778,0.01388888889,0.008101851852,0.01041666667,0,0.002314814815,0.006944444444,0.02430555556
ふれあい昆虫館,412,24,13,0.8461538462,6,14,4.544529262,4.333333333,4.576530612,4.208333333,4.595238095,4.333333333,8.475728155,219,48,0.4150485437,11,6,0.2083333333,0.002427184466,0.07766990291,0.427184466,0.3398058252,0.1140776699,0.03155339806,0.007281553398,0,0,0,0.3786407767,0.5922330097,0.1577669903,0.1140776699,0.04854368932,0.05825242718,0.6213592233,0.03398058252,0.02669902913,0.01941747573,0.04854368932,0.002427184466,0,0.03398058252,0.002427184466,0.7427184466,0.05339805825,0,0,0.09951456311,0.1529126214,0.2597087379,0.09708737864,0,0,0,0.04611650485,0,0,0,0,0,0,0.04368932039,0,0.009708737864,0.02912621359,0.02427184466,0.05339805825,0.1019417476,0.1116504854,0.1723300971,0.1165048544,0.09223300971,0.09466019417,0.07281553398,0.07281553398,0.02427184466,0.03398058252,0.004854368932,0.002427184466,0,0.002427184466,0,0,0.007281553398,0,0,0.007281553398,0.01213592233,0.01699029126,0.03883495146,0.02427184466,0.004854368932,0.1067961165,0.5436893204,0.07524271845,0,0.01213592233,0.01941747573,0.009708737864,0.03883495146,0.002427184466,0.0145631068,0.004854368932,0.02184466019,0.01699029126,0.002427184466,0,0,0,0,0.002427184466,0,0.002427184466,0,0,0,0.002427184466,0,0,0,0,0,0,0.002427184466
いしかわ動物園,284,11,9,0.2222222222,10,21,4.416,4.181818182,4.481343284,4.181818182,4.5,4.454545455,8.658450704,161,23,0.485915493,5,1,0.3636363636,0.007042253521,0.1056338028,0.3697183099,0.2992957746,0.09507042254,0.08098591549,0.03873239437,0.003521126761,0,0,0.3908450704,0.5950704225,0.25,0.1302816901,0.02464788732,0.05281690141,0.5422535211,0.06690140845,0.1021126761,0.03873239437,0.1021126761,0.003521126761,0.003521126761,0.05633802817,0.007042253521,0.5211267606,0.05985915493,0,0,0.1197183099,0.2007042254,0.2887323944,0.04225352113,0,0,0,0.01408450704,0,0,0,0,0,0,0.02816901408,0,0.01408450704,0.03873239437,0.06690140845,0.07042253521,0.1232394366,0.1549295775,0.1478873239,0.07746478873,0.08450704225,0.06338028169,0.05985915493,0.06338028169,0.02112676056,0.02816901408,0.007042253521,0,0,0.003521126761,0,0,0,0.007042253521,0,0.007042253521,0.0176056338,0.01056338028,0.04929577465,0.03169014085,0.01408450704,0.1091549296,0.4225352113,0.1232394366,0,0.003521126761,0.02112676056,0.007042253521,0.04577464789,0.01056338028,0.01408450704,0.01056338028,0.04577464789,0.02464788732,0,0,0,0,0,0,0,0,0.003521126761,0.003521126761,0,0.003521126761,0,0,0,0.003521126761,0,0,0
航空プラザ,133,47,10,3.7,22,4,4.566666667,4.212765957,4.612903226,4.531914894,4.6,4.319148936,8.473684211,73,15,0.4360902256,28,4,0.5106382979,0.01503759398,0.1052631579,0.3684210526,0.3082706767,0.1353383459,0.06766917293,0,0,0,0,0.3233082707,0.6390977444,0.2631578947,0.2255639098,0.0977443609,0.07518796992,0.3383458647,0.04511278195,0.03007518797,0.05263157895,0.08270676692,0.01503759398,0.007518796992,0.09022556391,0,0.6315789474,0.01503759398,0,0,0.1879699248,0.2556390977,0.3533834586,0.03007518797,0,0,0,0.05263157895,0,0,0,0,0,0,0.04511278195,0,0.01503759398,0.03759398496,0.03759398496,0.06015037594,0.1052631579,0.09022556391,0.1654135338,0.0977443609,0.1203007519,0.03759398496,0.06015037594,0.03759398496,0.09022556391,0.06015037594,0.007518796992,0,0,0,0,0,0.007518796992,0.007518796992,0.01503759398,0.01503759398,0,0.01503759398,0.05263157895,0.07518796992,0.007518796992,0.09022556391,0.2481203008,0.1203007519,0.007518796992,0.02255639098,0.02255639098,0.007518796992,0.007518796992,0.03007518797,0.03759398496,0.03759398496,0.1127819549,0.03007518797,0,0,0.007518796992,0,0,0.007518796992,0,0,0,0,0,0,0,0,0,0,0.007518796992,0,0
日本自動車博物館,43,19,6,2.166666667,53,15,4.421052632,3.842105263,4.414634146,4.263157895,4.58974359,4.526315789,8.348837209,21,6,0.3488372093,8,4,0.2105263158,0.04651162791,0.04651162791,0.2790697674,0.2558139535,0.3488372093,0.02325581395,0,0,0,0,0.3720930233,0.6279069767,0.3023255814,0.3023255814,0.04651162791,0.06976744186,0.2790697674,0.09302325581,0.06976744186,0.02325581395,0.1162790698,0.04651162791,0,0.09302325581,0.04651162791,0.3023255814,0.02325581395,0,0,0.2325581395,0.3255813953,0.4651162791,0.02325581395,0,0,0,0.04651162791,0,0,0,0,0,0,0.1395348837,0,0.04651162791,0.06976744186,0.04651162791,0.02325581395,0.09302325581,0.09302325581,0.1162790698,0.09302325581,0.09302325581,0.1395348837,0.1395348837,0.04651162791,0,0.04651162791,0,0,0,0,0.02325581395,0,0,0.02325581395,0,0.02325581395,0.02325581395,0.09302325581,0.06976744186,0.02325581395,0,0.02325581395,0.1395348837,0.1162790698,0,0,0,0.04651162791,0.09302325581,0.04651162791,0.02325581395,0.02325581395,0.06976744186,0.06976744186,0,0,0,0,0,0.02325581395,0,0,0,0,0,0.04651162791,0,0,0,0,0,0,0
「安宅の関」こまつ勧進帳の里,76,7,2,2.5,34,27,4.196721311,4.142857143,4.287878788,4.142857143,4.372093023,4.571428571,7.723684211,29,19,0.1315789474,4,1,0.4285714286,0,0.07894736842,0.1447368421,0.2236842105,0.3684210526,0.1578947368,0.02631578947,0,0,0,0.3421052632,0.6447368421,0.3289473684,0.1842105263,0.03947368421,0.1052631579,0.3421052632,0.1052631579,0.01315789474,0.1184210526,0.2763157895,0,0,0.2236842105,0.02631578947,0.1052631579,0.02631578947,0,0,0.1052631579,0.3421052632,0.4868421053,0.1184210526,0,0,0,0.06578947368,0,0,0,0,0,0,0.1184210526,0,0.02631578947,0.03947368421,0.03947368421,0.09210526316,0.1447368421,0.1578947368,0.09210526316,0.02631578947,0.09210526316,0.06578947368,0.07894736842,0.06578947368,0.05263157895,0.05263157895,0,0,0,0,0,0,0.01315789474,0.01315789474,0,0,0.02631578947,0.03947368421,0.07894736842,0.03947368421,0.01315789474,0.01315789474,0.4210526316,0.06578947368,0,0.02631578947,0,0,0.1184210526,0.02631578947,0.01315789474,0,0.06578947368,0.01315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01315789474,0,0,0,0,0
加賀伝統工芸村　ゆのくにの森,233,28,19,0.4736842105,12,13,4.484162896,4.607142857,4.479638009,4.607142857,4.601010101,4.714285714,8.150214592,108,38,0.3004291845,17,2,0.5357142857,0.0643776824,0.1416309013,0.2446351931,0.2746781116,0.1459227468,0.09442060086,0.03004291845,0.004291845494,0,0,0.3862660944,0.5836909871,0.4763948498,0.2489270386,0.05579399142,0.06008583691,0.1587982833,0.01716738197,0.03004291845,0.1115879828,0.1587982833,0.02145922747,0.004291845494,0.1716738197,0.004291845494,0.3175965665,0.03004291845,0,0,0.3605150215,0.4849785408,0.4420600858,0.0643776824,0,0,0,0.02575107296,0,0,0,0,0,0,0.01287553648,0,0.004291845494,0.04291845494,0.04291845494,0.05150214592,0.09012875536,0.1330472103,0.08583690987,0.1330472103,0.09442060086,0.05150214592,0.08154506438,0.09442060086,0.04721030043,0.05150214592,0.008583690987,0,0,0,0,0,0,0.03433476395,0,0,0.01716738197,0.03862660944,0.09012875536,0.03433476395,0.01716738197,0.09442060086,0.1158798283,0.03004291845,0,0,0.04291845494,0.008583690987,0.1244635193,0.03862660944,0.03862660944,0.03004291845,0.08154506438,0.07296137339,0.04291845494,0.02145922747,0,0,0.004291845494,0.004291845494,0,0,0,0,0,0.008583690987,0,0,0,0,0,0,0
